lemma,upos,verb_form,case_counts,example_wordform,count
автор,NOUN,,Acc:2|Dat:2|Gen:11|Ins:3|Nom:7,автором,25
нога,NOUN,,Acc:7|Dat:1|Gen:3|Ins:6|Loc:3|Nom:5,ногой,25
просить,VERB,Fin,,просит,25
большинство,NOUN,,Acc:3|Dat:1|Gen:7|Nom:13,большинство,24
полный,ADJ,,Acc:2|Gen:4|Ins:5|Loc:3|Nom:9,полный,24
постоянный,ADJ,,Acc:3|Gen:11|Ins:2|Nom:8,постоянного,24
обсуждать,VERB,Fin,,обсуждала,24
показать,VERB,Fin,,показали,24
исследование,NOUN,,Gen:4|Ins:1|Loc:6|Nom:13,исследованиями,24
фактор,NOUN,,Dat:2|Gen:16|Ins:2|Nom:4,факторов,24
зима,NOUN,,Acc:4|Gen:1|Ins:13|Nom:6,зимой,24
прийти,VERB,Fin,,пришла,24
прежде,ADP,,,прежде,24
рост,NOUN,,Acc:8|Dat:2|Gen:5|Nom:9,рост,24
кухня,NOUN,,Acc:4|Dat:2|Gen:1|Ins:1|Loc:13|Nom:3,кухне,24
письмо,NOUN,,Acc:6|Dat:2|Gen:7|Ins:1|Loc:2|Nom:6,письмо,24
сеть,NOUN,,Acc:2|Dat:1|Gen:11|Loc:3|Nom:7,сети,24
пойти,VERB,Fin,,Пошли,24
оценка,NOUN,,Acc:5|Dat:4|Gen:3|Ins:1|Loc:1|Nom:10,оценки,24
чай,NOUN,,Acc:9|Gen:1|Ins:8|Nom:5|Par:1,чай,24
слушать,VERB,Fin,,слушаю,24
размер,NOUN,,Acc:7|Dat:2|Gen:8|Ins:1|Loc:1|Nom:4,размеру,23
довольно,ADV,,,довольно,23
тяжёлый,ADJ,,Acc:1|Gen:1|Ins:8|Nom:2,тяжело,23
снова,ADV,,,снова,23
брат,NOUN,,Dat:1|Gen:4|Ins:5|Nom:13,братьев,23
впервые,ADV,,,впервые,23
одновременно,ADV,,,одновременно,23
команда,NOUN,,Acc:3|Gen:5|Ins:1|Loc:4|Nom:10,команда,23
домой,ADV,,,Домой,23
договор,NOUN,,Acc:3|Dat:3|Gen:7|Ins:2|Loc:3|Nom:5,договором,23
полностью,ADV,,,полностью,23
речь,NOUN,,Acc:3|Gen:5|Loc:2|Nom:13,речь,23
исторический,ADJ,,Acc:5|Gen:1|Ins:7|Loc:4|Nom:6,исторических,23
государственный,ADJ,,Acc:2|Dat:1|Gen:9|Ins:2|Loc:2|Nom:7,государственных,23
повседневный,ADJ,,Acc:8|Dat:2|Gen:3|Loc:9|Nom:1,повседневной,23
движение,NOUN,,Acc:2|Gen:9|Ins:2|Loc:4|Nom:6,движения,23
обычный,ADJ,,Acc:5|Dat:2|Gen:4|Ins:4|Loc:3|Nom:5,обычными,23
тут,ADV,,,тут,23
третий,ADJ,,Acc:11|Gen:3|Loc:1|Nom:8,третий,23
действие,NOUN,,Acc:6|Dat:2|Gen:9|Ins:3|Nom:3,действию,23
понять,VERB,Fin,,понял,23
смотреть,VERB,Inf,,смотреть,23
сообщение,NOUN,,Acc:6|Dat:1|Gen:2|Ins:1|Loc:5|Nom:8,сообщение,23
линия,NOUN,,Acc:4|Dat:2|Gen:8|Loc:5|Nom:4,линии,23
правда,ADV,,,правда,23
сколько,NUM,,Acc:10|Nom:2,сколько,22
покупка,NOUN,,Acc:11|Gen:10|Loc:1,покупки,22
ошибка,NOUN,,Acc:9|Gen:6|Ins:1|Loc:1|Nom:5,ошибку,22
требовать,VERB,Fin,,потребует,22
стараться,VERB,Fin,,стараюсь,22
приходиться,VERB,Fin,,приходится,22
гость,NOUN,,Acc:1|Dat:2|Gen:6|Loc:3|Nom:10,Гостей,22
сон,NOUN,,Acc:2|Dat:2|Gen:9|Ins:3|Loc:2|Nom:4,сна,22
приятный,ADJ,,Acc:2|Gen:4|Nom:4,приятно,22
район,NOUN,,Acc:2|Dat:1|Gen:3|Ins:1|Loc:14|Nom:1,районах,22
действительно,ADV,,,действительно,22
зарплата,NOUN,,Acc:4|Gen:10|Ins:1|Loc:1|Nom:6,зарплаты,22
голос,NOUN,,Acc:4|Dat:1|Gen:6|Nom:11,голос,22
среди,ADP,,,Среди,22
ограничение,NOUN,,Acc:4|Gen:6|Ins:1|Loc:1|Nom:10,ограничения,22
лишь,PART,,,лишь,22
начинать,VERB,Fin,,начинают,22
путь,NOUN,,Acc:7|Dat:2|Gen:3|Ins:2|Loc:2|Nom:6,путь,22
долгий,ADJ,,Acc:10|Gen:5|Ins:3|Loc:2|Nom:2,долгим,22
строить,VERB,Fin,,строится,22
идея,NOUN,,Acc:5|Dat:2|Gen:5|Ins:1|Loc:2|Nom:7,идей,22
близкий,ADJ,,Acc:3|Dat:1|Gen:4|Ins:7|Nom:2,близких,22
ни,CCONJ,,,ни,22
что-нибудь,PRON,,Acc:13|Ins:1|Loc:1|Nom:7,что-нибудь,22
внутри,ADV,,,внутри,22
особый,ADJ,,Acc:5|Gen:5|Ins:1|Loc:2|Nom:9,особый,22
сервис,NOUN,,Acc:4|Gen:12|Loc:2|Nom:4,сервисы,22
появиться,VERB,Fin,,появилось,22
вызывать,VERB,Fin,,вызывает,21
предел,NOUN,,Acc:3|Gen:1|Ins:12|Loc:5,пределах,21
брать,VERB,Inf,,взять,21
рынок,NOUN,,Acc:4|Dat:1|Gen:8|Loc:4|Nom:4,рынок,21
поколение,NOUN,,Dat:4|Gen:11|Loc:3|Nom:3,поколения,21
тёплый,ADJ,,Acc:6|Gen:2|Ins:2|Loc:2|Nom:7,тёплую,21
постоянно,ADV,,,постоянно,21
поезд,NOUN,,Acc:2|Gen:3|Ins:2|Loc:6|Nom:8,поезд,21
какой-то,DET,,Acc:7|Ins:3|Loc:1|Nom:10,каким-то,21
роль,NOUN,,Acc:13|Gen:2|Ins:1|Loc:1|Nom:4,роль,21
играть,VERB,Fin,,играет,21
нельзя,ADV,,,нельзя,21
практика,NOUN,,Acc:4|Dat:1|Gen:3|Ins:2|Loc:7|Nom:4,практикам,21
занятие,NOUN,,Acc:3|Gen:10|Ins:1|Loc:1|Nom:6,занятие,21
договориться,VERB,Fin,,договорились,21
получить,VERB,Fin,,получил,21
животное,NOUN,,Acc:5|Gen:13|Ins:2|Nom:1,животных,21
детство,NOUN,,Gen:7|Loc:13|Nom:1,детства,21
выходной,NOUN,,Acc:11|Dat:7|Gen:1|Loc:1|Nom:1,выходные,21
быть,AUX,Inf,,быть,21
земля,NOUN,,Acc:3|Dat:1|Gen:6|Ins:3|Loc:4|Nom:4,землю,21
восемь,NUM,,Acc:5|Dat:3|Gen:5|Loc:1|Nom:7,восемь,21
сестра,NOUN,,Acc:1|Dat:2|Gen:4|Ins:2|Nom:12,сестра,21
остаться,VERB,Fin,,остался,20
начинаться,VERB,Fin,,начинается,20
пятнадцать,NUM,,Acc:7|Gen:7|Ins:1|Nom:5,пятнадцать,20
пятьдесят,NUM,,Acc:6|Gen:4|Nom:10,пятьдесят,20
температура,NOUN,,Acc:4|Gen:6|Ins:1|Loc:1|Nom:8,температура,20
картина,NOUN,,Acc:8|Gen:2|Nom:10,картину,20
народ,NOUN,,Acc:2|Gen:15|Ins:1|Loc:1|Nom:1,народов,20
наоборот,ADV,,,наоборот,20
цель,NOUN,,Acc:4|Dat:1|Gen:5|Ins:1|Loc:4|Nom:5,цели,20
выйти,VERB,Fin,,вышла,20
появляться,VERB,Fin,,появляются,20
множество,NOUN,,Acc:4|Dat:1|Gen:8|Ins:2|Loc:1|Nom:4,множество,20
произведение,NOUN,,Acc:5|Gen:8|Loc:1|Nom:6,произведений,20
дверь,NOUN,,Acc:6|Dat:1|Gen:9|Ins:2|Nom:2,дверью,20
хотеться,VERB,Fin,,хочется,20
рождение,NOUN,,Gen:19|Loc:1,рождений,20
широкий,ADJ,,Acc:5|Gen:7|Ins:3|Nom:3,широкое,20
лицо,NOUN,,Acc:6|Dat:1|Gen:9|Ins:3|Nom:1,лицо,20
дорогой,ADJ,,Acc:3|Gen:3|Ins:3|Loc:1|Nom:5,дорогой,20
точный,ADJ,,Acc:5|Gen:2|Ins:2|Nom:8,точную,20
станция,NOUN,,Acc:4|Dat:1|Gen:6|Loc:5|Nom:4,станции,20
зависимость,NOUN,,Gen:3|Loc:12|Nom:4,зависимости,19
сторонник,NOUN,,Acc:1|Dat:1|Nom:17,Сторонники,19
воздух,NOUN,,Acc:3|Gen:7|Ins:1|Loc:1|Nom:7,воздухом,19
отмечать,VERB,Fin,,отмечают,19
процесс,NOUN,,Acc:2|Gen:9|Loc:1|Nom:7,процесс,19
отличный,ADJ,,Ins:2|Nom:5,отличная,19
экономический,ADJ,,Dat:1|Gen:8|Ins:2|Loc:1|Nom:7,экономических,19
благодаря,ADP,,,благодаря,19
интерес,NOUN,,Acc:6|Dat:3|Gen:4|Nom:6,интересов,19
лес,NOUN,,Acc:1|Dat:1|Gen:3|Ins:4|Loc:5|Nom:5,лесов,19
означать,VERB,Fin,,означает,19
экономика,NOUN,,Acc:1|Gen:9|Ins:1|Loc:4|Nom:4,экономике,19
оказываться,VERB,Fin,,Оказывается,19
суббота,NOUN,,Acc:15|Dat:1|Gen:1|Nom:2,субботу,19
менять,VERB,Inf,,менять,19
искусство,NOUN,,Acc:2|Gen:7|Ins:4|Nom:6,искусством,19
иметь,VERB,Fin,,имело,19
сильный,ADJ,,Acc:3|Gen:3|Ins:3|Loc:1|Nom:7,сильный,19
зритель,NOUN,,Acc:1|Dat:3|Gen:9|Ins:1|Nom:5,зрителей,19
счёт,NOUN,,Acc:9|Gen:3|Ins:3|Loc:1|Nom:3,счёт,19
небо,NOUN,,Acc:2|Dat:1|Gen:3|Ins:3|Loc:1|Nom:9,небо,19
заявление,NOUN,,Acc:13|Dat:1|Gen:3|Ins:1|Loc:1,заявление,19
порядок,NOUN,,Acc:3|Dat:3|Loc:5|Nom:8,порядок,19
рассказывать,VERB,Fin,,рассказывал,19
встреча,NOUN,,Acc:7|Dat:1|Gen:6|Loc:2|Nom:3,встречу,19
завтра,ADV,,,завтра,19
кафе,NOUN,,Acc:5|Gen:2|Loc:10|Nom:2,кафе,19
советский,ADJ,,Acc:5|Dat:1|Gen:3|Ins:1|Loc:5|Nom:4,Советский,19
затем,ADV,,,затем,19
билет,NOUN,,Acc:9|Gen:3|Loc:1|Nom:6,Билеты,19
добрый,ADJ,,Acc:1|Gen:1|Nom:17,Добрый,19
море,NOUN,,Acc:4|Dat:1|Gen:2|Ins:2|Loc:8|Nom:2,море,19
анализ,NOUN,,Acc:5|Gen:5|Loc:3|Nom:6,анализа,19
нравиться,VERB,Fin,,нравится,19
живой,ADJ,,Acc:6|Dat:2|Gen:3|Ins:2|Nom:6,живого,19
муж,NOUN,,Dat:1|Gen:6|Ins:1|Nom:11,муж,19
главное,NOUN,,Nom:19,главное,19
забыть,VERB,Fin,,забыл,18
ради,ADP,,,ради,18
образ,NOUN,,Acc:3|Dat:2|Gen:3|Ins:7|Nom:3,образа,18
ощущение,NOUN,,Acc:4|Gen:3|Loc:1|Nom:10,ощущения,18
привычный,ADJ,,Acc:1|Dat:1|Gen:5|Ins:3|Loc:4|Nom:4,привычной,18
обед,NOUN,,Acc:3|Dat:8|Gen:5|Nom:2,обеду,18
сто,NUM,,Acc:6|Gen:6|Nom:6,ста,18
экзамен,NOUN,,Acc:4|Dat:1|Gen:2|Ins:6|Loc:1|Nom:4,экзаменом,18
одежда,NOUN,,Acc:4|Dat:2|Gen:5|Loc:1|Nom:6,одежду,18
информация,NOUN,,Acc:6|Dat:1|Gen:5|Nom:6,информацию,18
состояние,NOUN,,Acc:3|Dat:1|Gen:3|Ins:2|Loc:6|Nom:3,состоянием,18
хватать,VERB,Fin,,хватает,18
политический,ADJ,,Acc:4|Gen:7|Ins:3|Loc:2|Nom:2,политическими,18
еда,NOUN,,Acc:4|Gen:10|Loc:1|Nom:3,еды,18
последствие,NOUN,,Acc:5|Gen:3|Ins:2|Loc:1|Nom:7,Последствия,18
политика,NOUN,,Acc:1|Dat:1|Gen:6|Loc:3|Nom:7,политика,18
изображение,NOUN,,Acc:2|Dat:2|Gen:7|Ins:4|Loc:1|Nom:2,изображений,18
объём,NOUN,,Acc:4|Dat:2|Gen:1|Ins:4|Loc:3|Nom:4,объём,18
сравнение,NOUN,,Dat:7|Gen:1|Loc:3|Nom:7,сравнению,18
древний,ADJ,,Acc:1|Dat:2|Gen:5|Ins:1|Loc:3|Nom:6,древние,18
интересный,ADJ,,Acc:1|Gen:1|Ins:1|Loc:1|Nom:2,Интересно,18
повод,NOUN,,Acc:2|Dat:6|Gen:2|Ins:2|Nom:6,поводом,18
возникать,VERB,Fin,,возникают,18
десятилетие,NOUN,,Acc:14|Gen:3|Ins:1,десятилетия,18
эффект,NOUN,,Acc:6|Gen:5|Ins:1|Nom:6,эффект,18
предложить,VERB,Fin,,предложила,18
звучать,VERB,Fin,,звучит,18
начаться,VERB,Fin,,начался,18
требование,NOUN,,Acc:5|Dat:1|Gen:3|Ins:2|Nom:7,требованиями,18
оставить,VERB,Fin,,оставил,18
кино,NOUN,,Acc:4|Dat:1|Gen:2|Ins:1|Loc:2|Nom:8,кино,18
экран,NOUN,,Acc:4|Gen:1|Ins:2|Loc:3|Nom:8,экране,18
план,NOUN,,Acc:12|Gen:1|Ins:1|Loc:1|Nom:3,план,18
официальный,ADJ,,Acc:2|Gen:5|Ins:2|Loc:4|Nom:5,официальное,18
писать,VERB,Fin,,пишу,18
спрос,NOUN,,Acc:6|Gen:6|Nom:5,спрос,17
городской,ADJ,,Acc:6|Dat:1|Gen:9|Nom:1,городской,17
происходить,VERB,Fin,,происходит,17
хлеб,NOUN,,Acc:4|Dat:1|Gen:7|Ins:1|Nom:4,хлеб,17
говорить,VERB,Conv,,говоря,17
соседний,ADJ,,Acc:6|Dat:1|Gen:3|Ins:1|Loc:5|Nom:1,соседних,17
чуть,ADV,,,чуть,17
отдельно,ADV,,,отдельно,17
источник,NOUN,,Acc:4|Dat:1|Gen:6|Ins:2|Nom:4,источники,17
вести,VERB,Fin,,ведётся,17
развитие,NOUN,,Acc:3|Gen:6|Ins:4|Loc:2|Nom:2,развитии,17
защита,NOUN,,Acc:6|Dat:2|Gen:3|Ins:1|Loc:1|Nom:4,защиты,17
равный,ADJ,,,равно,17
культурный,ADJ,,Acc:2|Gen:7|Ins:1|Loc:2|Nom:5,культурная,17
война,NOUN,,Acc:4|Dat:1|Gen:9|Nom:3,войны,17
свободный,ADJ,,Acc:5|Gen:5|Nom:4,свободное,17
мастер,NOUN,,Acc:3|Gen:2|Nom:12,Мастер,17
проверить,VERB,Fin,,проверил,17
лето,NOUN,,Acc:1|Gen:2|Ins:11|Nom:3,лета,17
сайт,NOUN,,Acc:5|Gen:1|Loc:10|Nom:1,сайте,17
комната,NOUN,,Acc:5|Dat:1|Gen:4|Loc:4|Nom:3,комнат,17
пытаться,VERB,Fin,,пытается,17
период,NOUN,,Acc:7|Gen:3|Ins:2|Loc:1|Nom:4,периоды,17
отпуск,NOUN,,Acc:5|Gen:4|Loc:1|Nom:7,отпуск,17
получить,VERB,Inf,,получить,17
открыть,VERB,Fin,,Открыл,17
представлять,VERB,Fin,,представляли,17
сотрудник,NOUN,,Acc:2|Dat:1|Gen:7|Ins:2|Nom:5,сотрудника,17
территория,NOUN,,Dat:1|Gen:5|Ins:3|Loc:5|Nom:3,территорией,17
озеро,NOUN,,Acc:1|Dat:3|Gen:4|Ins:2|Nom:7,озеру,17
поле,NOUN,,Acc:3|Dat:1|Gen:5|Loc:4|Nom:4,поле,17
литература,NOUN,,Acc:1|Dat:2|Gen:6|Ins:1|Loc:3|Nom:4,литературе,17
измениться,VERB,Fin,,изменится,17
глаз,NOUN,,Acc:4|Gen:1|Ins:3|Loc:1|Nom:8,глаза,17
предмет,NOUN,,Gen:4|Ins:12|Nom:1,предметом,17
здоровье,NOUN,,Acc:4|Dat:2|Gen:7|Ins:1|Loc:1|Nom:2,здоровья,17
написать,VERB,Fin,,Написал,17
паспорт,NOUN,,Acc:3|Gen:5|Ins:2|Nom:7,паспорт,17
сцена,NOUN,,Acc:3|Dat:2|Gen:5|Ins:1|Loc:6,сцен,17
готовый,ADJ,,Acc:3|Gen:1|Nom:1,готовы,17
япония,PROPN,,Acc:1|Gen:3|Loc:11|Nom:2,Японии,17
надо,ADV,,,надо,17
советовать,VERB,Fin,,посоветовала,17
отец,NOUN,,Acc:1|Gen:5|Ins:3|Nom:8,отца,17
чайник,NOUN,,Acc:6|Gen:3|Nom:8,чайник,17
автобус,NOUN,,Acc:3|Gen:1|Loc:7|Nom:5,автобус,16
возможно,ADV,,,Возможно,16
оплата,NOUN,,Acc:4|Gen:2|Loc:3|Nom:7,оплате,16
также,PART,,,также,16
водитель,NOUN,,Acc:1|Dat:1|Gen:8|Nom:6,водителей,16
переход,NOUN,,Acc:3|Gen:3|Loc:1|Nom:9,переход,16
ну,PART,,,ну,16
хотя,PART,,,хотя,16
указать,VERB,Part,Acc:1|Dat:3|Loc:1,указана,16
плохой,ADJ,,Dat:1|Ins:1|Loc:2|Nom:1,хуже,16
средний,ADJ,,Acc:5|Dat:1|Gen:3|Loc:4|Nom:3,средний,16
понятный,ADJ,,Ins:1|Nom:1,понятно,16
житель,NOUN,,Acc:2|Dat:1|Gen:6|Nom:7,жителям,16
онлайн,NOUN,,Acc:4|Loc:1|Nom:11,онлайн,16
материал,NOUN,,Acc:5|Dat:2|Gen:2|Ins:4|Nom:3,материалу,16
население,NOUN,,Gen:15|Nom:1,населения,16
доступ,NOUN,,Acc:8|Ins:2|Loc:1|Nom:5,доступ,16
отдел,NOUN,,Acc:1|Gen:8|Ins:1|Loc:4|Nom:2,отдела,16
зал,NOUN,,Acc:2|Gen:6|Loc:4|Nom:4,зал,16
счастье,NOUN,,Dat:6|Gen:4|Loc:1|Nom:5,счастью,16
выглядеть,VERB,Fin,,выглядела,16
относиться,VERB,Fin,,относится,16
явление,NOUN,,Acc:2|Gen:6|Ins:4|Nom:4,явлений,16
менять,VERB,Fin,,меняет,16
гораздо,ADV,,,Гораздо,16
коробка,NOUN,,Acc:9|Dat:1|Gen:4|Ins:1|Nom:1,коробками,16
шкаф,NOUN,,Acc:6|Gen:2|Ins:2|Loc:2|Nom:4,шкафы,16
устроить,VERB,Part,,устроено,16
спорт,NOUN,,Acc:1|Gen:9|Loc:1|Nom:5,спорта,16
смена,NOUN,,Acc:5|Dat:2|Gen:4|Ins:2|Nom:3,сменой,16
метро,NOUN,,Gen:8|Loc:5|Nom:3,метро,16
точка,NOUN,,Acc:2|Gen:9|Ins:2|Loc:1|Nom:2,точки,16
предлагать,VERB,Fin,,предлагает,16
дополнительный,ADJ,,Acc:8|Gen:3|Loc:1|Nom:4,дополнительные,16
работник,NOUN,,Acc:3|Gen:10|Ins:3,работников,16
купить,VERB,Fin,,куплю,16
формат,NOUN,,Acc:2|Gen:4|Loc:3|Nom:7,Формат,16
домашний,ADJ,,Acc:9|Gen:5|Ins:1|Nom:1,домашнее,16
никогда,ADV,,,никогда,16
здание,NOUN,,Acc:5|Dat:1|Gen:7|Loc:1|Nom:2,здание,16
болезнь,NOUN,,Acc:3|Dat:2|Gen:5|Loc:4|Nom:2,болезни,16
театр,NOUN,,Acc:2|Dat:1|Gen:5|Ins:2|Loc:2|Nom:4,театров,16
чужой,ADJ,,Acc:1|Gen:8|Ins:3|Loc:3|Nom:1,чужой,16
соцсеть,NOUN,,Acc:3|Gen:6|Ins:1|Loc:2|Nom:4,соцсетей,16
миллион,NOUN,,Acc:4|Gen:7|Ins:1|Nom:4,миллионов,16
зелёный,ADJ,,Acc:4|Gen:2|Ins:3|Nom:6,зелёных,16
аудитория,NOUN,,Acc:7|Gen:6|Ins:1|Loc:1|Nom:1,аудиторию,16
дата,NOUN,,Acc:4|Dat:1|Gen:1|Ins:1|Loc:1|Nom:8,дата,16
горячий,ADJ,,Acc:6|Gen:4|Ins:2|Loc:1|Nom:3,горячего,16
белый,ADJ,,Acc:3|Gen:1|Ins:3|Loc:3|Nom:6,белом,16
код,NOUN,,Acc:8|Dat:2|Gen:2|Nom:4,код,16
подход,NOUN,,Acc:2|Gen:5|Ins:1|Loc:1|Nom:7,подходами,16
стиль,NOUN,,Acc:3|Dat:3|Gen:3|Ins:1|Loc:4|Nom:2,стиля,16
класс,NOUN,,Acc:1|Dat:1|Gen:5|Ins:1|Loc:3|Nom:5,класс,16
боль,NOUN,,Acc:4|Gen:3|Nom:9,боль,16
тесто,NOUN,,Acc:6|Nom:10,тесто,16
март,NOUN,,Gen:13|Loc:3,марте,16
ключ,NOUN,,Acc:7|Gen:4|Ins:1|Nom:3,ключи,15
качество,NOUN,,Acc:2|Gen:9|Loc:2|Nom:2,качества,15
продавец,NOUN,,Acc:1|Dat:2|Gen:2|Ins:1|Nom:9,продавца,15
автомобиль,NOUN,,Gen:10|Loc:1|Nom:4,автомобили,15
кофе,NOUN,,Acc:7|Gen:2|Ins:2|Nom:4,кофе,15
включать,VERB,Fin,,включаю,15
прогулка,NOUN,,Acc:4|Dat:1|Gen:3|Ins:1|Loc:1|Nom:5,прогулка,15
находиться,VERB,Fin,,находятся,15
рубль,NOUN,,Dat:1|Gen:14,рубля,15
продолжать,VERB,Fin,,продолжают,15
проверить,VERB,Inf,,проверить,15
возражать,VERB,Fin,,возражают,15
приходить,VERB,Fin,,приходили,15
связывать,VERB,Fin,,связывают,15
новость,NOUN,,Acc:2|Gen:4|Loc:4|Nom:5,новость,15
газ,NOUN,,Acc:5|Dat:1|Gen:9,газа,15
мировой,ADJ,,Acc:1|Gen:9|Loc:3|Nom:2,мирового,15
природа,NOUN,,Acc:3|Gen:4|Ins:1|Loc:6|Nom:1,природой,15
услуга,NOUN,,Acc:4|Dat:1|Gen:7|Ins:1|Loc:2,услуг,15
центральный,ADJ,,Dat:1|Gen:5|Loc:1|Nom:8,центральные,15
помочь,VERB,Inf,,помочь,15
помнить,VERB,Fin,,помнил,15
реклама,NOUN,,Acc:4|Dat:1|Gen:4|Loc:2|Nom:4,реклама,15
лежать,VERB,Fin,,лежит,15
принимать,VERB,Fin,,принимала,15
схема,NOUN,,Acc:3|Dat:4|Gen:3|Loc:1|Nom:4,схемы,15
универсальный,ADJ,,Acc:5|Dat:2|Gen:6|Ins:1,универсальные,15
эпоха,NOUN,,Acc:3|Dat:1|Gen:8|Loc:2|Nom:1,эпохи,15
сила,NOUN,,Acc:7|Dat:2|Gen:2|Ins:2|Nom:2,силы,15
звук,NOUN,,Acc:2|Gen:6|Loc:1|Nom:6,звука,15
расходиться,VERB,Fin,,расходились,15
цифра,NOUN,,Acc:5|Gen:1|Nom:9,цифру,15
сообщество,NOUN,,Acc:3|Gen:6|Ins:1|Loc:1|Nom:4,сообщества,15
пакет,NOUN,,Acc:5|Gen:2|Ins:3|Nom:5,пакет,15
позволять,VERB,Fin,,позволяют,15
подарок,NOUN,,Acc:9|Gen:1|Ins:2|Nom:3,подарки,15
жильё,NOUN,,Acc:5|Gen:6|Ins:1|Nom:3,жильём,15
яйцо,NOUN,,Acc:6|Gen:3|Ins:2|Nom:4,яиц,15
график,NOUN,,Acc:5|Dat:1|Gen:2|Ins:1|Loc:2|Nom:4,график,15
найти,VERB,Inf,,найти,15
настроение,NOUN,,Acc:2|Dat:1|Loc:2|Nom:10,настроение,15
двор,NOUN,,Acc:4|Gen:1|Loc:9|Nom:1,дворе,15
работать,VERB,Inf,,работать,15
дать,VERB,Fin,,дала,15
вариант,NOUN,,Acc:5|Gen:7|Nom:3,варианты,15
москва,PROPN,,Acc:3|Gen:3|Ins:1|Loc:5|Nom:3,Москвой,15
одинаковый,ADJ,,Acc:3|Gen:1|Ins:1|Nom:8,одинаковый,15
фраза,NOUN,,Acc:5|Dat:1|Gen:2|Ins:2|Nom:5,фраза,15
женщина,NOUN,,Acc:1|Dat:1|Gen:6|Nom:7,женщины,15
сколько,ADV,,,сколько,15
деталь,NOUN,,Acc:4|Dat:2|Gen:2|Loc:1|Nom:6,детали,15
наука,NOUN,,Acc:3|Gen:3|Ins:1|Loc:3|Nom:5,наука,15
медленно,ADV,,,медленно,15
иначе,ADV,,,иначе,15
получать,VERB,Fin,,получаешь,15
тихий,ADJ,,Acc:1|Gen:6|Ins:1|Loc:1|Nom:3,тихо,15
приносить,VERB,Fin,,приносили,15
курс,NOUN,,Acc:3|Dat:1|Gen:3|Loc:3|Nom:5,курс,15
урок,NOUN,,Acc:2|Gen:7|Ins:1|Nom:5,уроков,15
спать,VERB,Fin,,Спал,15
мелочь,NOUN,,Acc:4|Dat:1|Gen:4|Ins:1|Nom:5,мелочь,15
июль,NOUN,,Gen:10|Loc:5,июля,15
указывать,VERB,Fin,,указывают,14
проверять,VERB,Fin,,проверяю,14
спокойно,ADV,,,спокойно,14
вспоминать,VERB,Fin,,вспоминал,14
смеяться,VERB,Fin,,смеялись,14
полночь,NOUN,,Acc:6|Dat:2|Gen:6,полночь,14
ждать,VERB,Fin,,жду,14
вполне,ADV,,,вполне,14
возможный,ADJ,,Acc:4|Gen:2|Loc:2|Nom:1,возможен,14
солнечный,ADJ,,Acc:2|Gen:3|Ins:1|Loc:2|Nom:6,солнечная,14
доступный,ADJ,,Acc:1|Dat:2|Gen:3|Ins:2|Nom:1,доступного,14
внутренний,ADJ,,Acc:3|Dat:2|Gen:5|Ins:2|Loc:1|Nom:1,внутренними,14
сочетание,NOUN,,Acc:1|Gen:4|Ins:1|Loc:4|Nom:4,сочетания,14
вырасти,VERB,Fin,,вырастет,14
определять,VERB,Fin,,определяется,14
